Date,Open,High,Low,Close,Volume
4/4/1980,4.81669,5.071457,4.470215,4.563044,471261
4/7/1980,4.833847,5.058532,4.444266,4.631113,519317
4/8/1980,4.594679,5.506107,4.457432,5.420085,294082
4/9/1980,5.45795,5.514821,5.336668,5.412377,519025
4/10/1980,5.259355,5.703776,5.137188,5.552841,366006
4/11/1980,5.429541,6.036433,5.184482,5.945688,276582
4/14/1980,6.124849,6.285958,6.039169,6.121268,538209
4/15/1980,6.250481,6.748063,6.180537,6.492106,400081
4/16/1980,6.436916,6.702527,5.939558,6.121551,479456
4/17/1980,6.117019,6.289897,5.663925,5.87439,207044
4/18/1980,5.722845,5.965479,5.430614,5.654501,411167
4/21/1980,5.490595,5.696409,4.96065,5.139302,932379
4/22/1980,5.102087,5.355994,5.011773,5.209871,1812514
4/23/1980,5.398262,5.55453,4.631197,4.884043,547095
4/24/1980,4.996644,5.463171,4.80658,5.399024,494830
4/25/1980,5.644918,5.919655,5.014523,5.114048,579051
4/28/1980,5.021251,5.283873,4.757018,4.967429,2204814
4/29/1980,5.096212,5.256324,4.98706,5.161484,224084
4/30/1980,5.024693,5.117008,4.618757,4.742225,494504
5/1/1980,4.68343,4.948992,4.054873,4.30998,1105882
5/2/1980,4.223642,4.379261,4.004649,4.31537,879469
5/5/1980,4.398943,4.532558,4.135653,4.443335,901418
5/6/1980,4.516478,4.852348,4.44784,4.727882,440776
5/7/1980,4.488077,5.102469,4.258427,4.834464,338030
5/8/1980,4.892192,5.170835,4.735034,4.87356,338474
5/9/1980,4.942047,4.997411,4.63186,4.719552,833227
5/12/1980,4.871338,5.040679,4.520502,4.739229,550138
5/13/1980,4.777057,5.070689,4.696905,4.87715,605590
5/14/1980,4.81713,5.020745,4.553135,4.712845,394230
5/15/1980,4.313901,5.299755,4.134184,5.222577,455709
5/16/1980,5.387066,5.593243,5.295287,5.414727,236804
5/19/1980,5.460483,5.744843,4.925773,5.172323,692219
5/20/1980,5.01494,5.431604,4.840078,5.358448,1942486
5/21/1980,5.483552,5.719504,5.407477,5.597461,248262
5/22/1980,5.45352,5.942121,5.289809,5.671295,364877
5/23/1980,5.737154,5.825303,5.549653,5.647679,426249
5/26/1980,5.548686,5.845684,5.223216,5.471558,912592
5/27/1980,5.18701,5.654109,4.952897,5.398427,1264985
5/28/1980,5.512475,5.595761,5.350659,5.450773,761542
5/29/1980,5.5187,5.813673,5.300655,5.404673,200910
5/30/1980,5.217109,6.012078,5.049411,5.890734,523720
6/2/1980,5.686227,6.254444,5.433529,6.128434,333502
6/3/1980,6.255765,6.456046,5.694886,5.921287,396850
6/4/1980,5.905457,6.138144,5.432102,5.550019,393670
6/5/1980,5.549542,5.825394,5.370237,5.644761,689309
6/6/1980,5.543191,5.822824,5.425311,5.627722,251262
6/9/1980,5.574906,5.948318,5.520877,5.791922,492819
6/10/1980,5.720991,6.080154,5.568943,5.883893,611093
6/11/1980,5.904439,6.151284,5.573784,5.812044,225478
6/12/1980,5.674436,5.881344,5.362837,5.508006,359200
6/13/1980,5.656092,5.842084,4.911999,5.103552,459372
6/16/1980,5.296273,5.424103,4.923938,5.11778,389358
6/17/1980,4.926831,5.030828,4.441499,4.694059,581947
6/18/1980,4.621827,4.835363,4.154102,4.378901,420949
6/19/1980,4.060083,4.661856,3.930096,4.375019,393745
6/20/1980,4.206155,4.566822,3.925141,4.342482,418180
6/23/1980,4.439162,4.675979,3.670456,3.949591,358195
6/24/1980,3.656331,4.464127,3.486203,4.324506,338865
6/25/1980,4.153609,4.968831,3.853876,4.690647,1551688
6/26/1980,4.922614,5.069954,4.58691,4.795157,401809
6/27/1980,5.160241,5.216028,4.67126,4.899293,1120995
6/30/1980,4.797148,5.056367,4.675813,5.003807,400086
7/1/1980,4.941368,6.219514,4.772684,6.109627,635973
7/2/1980,5.882061,6.478596,5.681306,6.345827,304163
7/3/1980,6.523451,6.777658,6.416885,6.591245,512358
7/4/1980,6.451231,6.683703,6.194582,6.309397,1121017
7/7/1980,6.308504,6.375871,6.156824,6.288351,686588
7/8/1980,6.098654,7.246061,5.996054,7.032749,429472
7/9/1980,7.066184,7.32629,6.202868,6.422569,539864
7/10/1980,6.242626,6.436509,6.048673,6.33099,306148
7/11/1980,6.27882,6.854428,6.045191,6.707675,566736
7/14/1980,6.583884,6.7354,6.335012,6.443084,910642
7/15/1980,6.270672,6.888211,6.121385,6.696963,559166
7/16/1980,6.679051,6.976955,6.522511,6.760635,635924
7/17/1980,6.877133,7.077027,6.357606,6.515155,507049
7/18/1980,6.356022,6.491544,5.688271,5.857612,617586
7/21/1980,5.680432,6.039935,5.617889,5.963548,486536
7/22/1980,5.906788,6.003174,5.529787,5.775792,410819
7/23/1980,5.786718,5.913704,5.528877,5.691371,820697
7/24/1980,5.550966,5.97596,5.474915,5.892867,315595
7/25/1980,6.011199,6.377451,5.760508,6.202594,308162
7/28/1980,6.058926,6.197069,5.854744,6.11011,457752
7/29/1980,6.045671,6.332981,5.567626,5.864111,721665
7/30/1980,5.692198,5.800618,5.338926,5.435846,492790
7/31/1980,5.411653,5.93695,5.329717,5.661205,407077
8/1/1980,5.462887,6.550815,5.284425,6.347852,327459
8/4/1980,6.376759,7.005607,6.304648,6.707591,195425
8/5/1980,6.734135,7.331119,6.539767,7.137665,424109
8/6/1980,7.295427,7.348159,6.727976,6.975364,732060
8/7/1980,6.888463,7.211207,6.799755,7.15851,489598
8/8/1980,7.155923,7.544335,6.976095,7.4409,449249
8/11/1980,7.276455,7.341955,6.368832,6.51852,297212
8/12/1980,6.399833,6.596969,6.053528,6.261203,390467
8/13/1980,6.143122,6.886053,5.977855,6.700927,3409250
8/14/1980,6.603174,6.68231,6.078617,6.321884,1955246
8/15/1980,6.270696,6.938127,5.972407,6.804266,676244
8/18/1980,7.135666,7.22761,6.026195,6.323508,295257
8/19/1980,6.303545,6.420632,5.901326,6.079055,380279
8/20/1980,5.778906,6.299368,5.711327,6.167686,463947
8/21/1980,6.19673,6.334118,5.970027,6.138627,833643
8/22/1980,5.975667,6.097234,5.862478,5.973033,302237
8/25/1980,6.062917,6.572445,5.857882,6.498838,300982
8/26/1980,6.504125,6.665764,6.073214,6.177493,1834465
8/27/1980,5.845888,6.298348,5.770254,6.081957,383151
8/28/1980,6.227251,6.346537,5.975101,6.208453,611206
8/29/1980,6.466618,6.580044,6.197035,6.34275,406536
9/1/1980,6.207004,6.464715,6.072795,6.20594,683060
9/2/1980,6.130983,6.283488,6.022405,6.079131,2470707
9/3/1980,6.182748,6.481104,6.038071,6.284012,399838
9/4/1980,6.517238,6.696517,6.391775,6.503892,1045987
9/5/1980,6.603435,6.748462,6.479963,6.546081,323020
9/8/1980,6.489522,6.759608,6.072055,6.247383,441769
9/9/1980,6.216163,6.392757,5.805631,6.029329,1005526
9/10/1980,5.784898,6.228844,5.504957,6.073058,275268
9/11/1980,6.323666,6.599987,6.00419,6.058256,614522
9/12/1980,6.03411,6.355565,5.933226,6.172386,399233
9/15/1980,6.248481,6.346443,6.07219,6.161728,530630
9/16/1980,6.240976,6.747934,6.133332,6.459353,253692
9/17/1980,6.632867,6.775295,6.514226,6.653406,355896
9/18/1980,6.484336,7.222243,6.189647,7.095049,531531
9/19/1980,7.201599,7.499399,6.912365,7.05135,660195
9/22/1980,7.041395,7.201832,6.81905,7.0986,369315
9/23/1980,6.932119,7.120802,6.880955,7.009557,716776
9/24/1980,7.110718,7.299723,6.515861,6.814091,1283623
9/25/1980,6.538544,7.617438,6.382424,7.491807,1380655
9/26/1980,7.454185,8.041379,7.195695,7.789241,289290
9/29/1980,7.928813,8.101024,7.841307,7.976739,689390
9/30/1980,7.725502,8.163948,7.588527,8.023065,1468096
10/1/1980,7.951535,8.083235,7.607301,7.803889,1065112
10/2/1980,7.687898,8.260656,7.531382,8.146425,546668
10/3/1980,8.288594,8.364414,7.987264,8.152308,1237289
10/6/1980,7.932799,8.486549,7.71525,8.226187,631775
10/7/1980,8.248308,8.506503,7.826694,8.10707,1208390
10/8/1980,8.097293,8.32028,7.900667,8.23056,453872
10/9/1980,8.022692,8.099981,7.965085,8.028477,222322
10/10/1980,8.181724,8.333152,7.86551,7.937165,415136
10/13/1980,7.724142,8.213471,7.64716,7.95678,1205476
10/14/1980,7.966556,8.206766,7.307991,7.472355,465972
10/15/1980,7.277281,7.479429,6.932485,7.000116,395578
10/16/1980,6.88106,7.033479,6.639216,6.734583,1724704
10/17/1980,6.55805,6.900285,6.436876,6.620548,339991
10/20/1980,6.668696,7.163095,6.562492,6.927846,285740
10/21/1980,6.971327,7.152135,6.711112,6.929865,406755
10/22/1980,6.885184,7.066704,6.812515,6.974311,494638
10/23/1980,7.190191,7.477848,6.794961,6.937713,384920
10/24/1980,6.822058,7.159214,6.699182,6.984529,1405954
10/27/1980,7.013954,7.241494,6.584962,6.68636,528670
10/28/1980,6.535008,6.774965,6.353234,6.703731,887918
10/29/1980,6.587236,7.068924,6.347605,6.774245,503520
10/30/1980,6.669308,7.115298,6.494858,6.891473,159666
10/31/1980,6.848539,7.13509,6.715851,6.84525,569803
11/3/1980,7.006931,7.259127,6.546794,6.802604,262541
11/4/1980,6.832898,7.095499,6.69127,6.902003,481133
11/5/1980,7.342044,7.555986,7.283835,7.497958,325995
11/6/1980,7.590617,7.777261,6.922305,7.217753,429561
11/7/1980,7.393644,8.004017,7.247048,7.924694,724647
11/10/1980,8.136945,8.231077,7.481418,7.732205,746891
11/11/1980,7.646991,7.790174,6.984885,7.045036,608907
11/12/1980,7.004379,7.198092,6.770729,6.93731,391482
11/13/1980,7.257299,7.38415,6.830212,7.089836,298811
11/14/1980,7.273245,7.774523,7.179586,7.602688,558985
11/17/1980,7.531911,7.783771,7.069251,7.283163,794594
11/18/1980,7.222484,7.491079,6.98196,7.380739,397929
11/19/1980,7.391547,7.643032,6.815638,6.934669,842328
11/20/1980,6.989004,7.693357,6.834678,7.434107,539000
11/21/1980,7.648332,7.989667,7.49246,7.737939,1009291
11/24/1980,7.879721,7.985802,7.446131,7.647186,184921
11/25/1980,7.477291,7.56085,6.823999,7.083246,360024
11/26/1980,7.292397,7.509599,7.086203,7.439407,990595
11/27/1980,7.333005,7.71508,7.150315,7.455045,472339
11/28/1980,7.465775,8.063961,7.263281,7.87639,645862
12/1/1980,7.912324,8.017233,7.571489,7.827963,579533
12/2/1980,7.691006,7.867338,7.428583,7.792058,504558
12/3/1980,8.007405,8.158764,7.414873,7.707038,1222801
12/4/1980,7.50578,8.184722,7.38013,7.943893,500142
12/5/1980,7.994875,8.08906,7.705743,8.029982,539422
12/8/1980,7.836536,8.288209,7.625711,8.134313,312449
12/9/1980,8.200445,8.448065,7.563257,7.724079,388592
12/10/1980,7.588773,8.138836,7.444377,8.057382,338883
12/11/1980,8.068562,8.870984,7.777531,8.572728,1370972
12/12/1980,8.685897,8.749827,8.456023,8.55743,260787
12/15/1980,8.58442,9.369944,8.345477,9.125654,380824
12/16/1980,9.217777,9.841077,9.001065,9.702257,601712
12/17/1980,9.600123,9.90677,9.526666,9.845869,455230
12/18/1980,9.693335,10.558189,9.524889,10.306459,1241957
12/19/1980,10.287013,10.812288,10.047781,10.673986,414627
12/22/1980,10.604249,10.727111,9.979234,10.196364,400395
12/23/1980,10.267388,10.409342,9.989098,10.165542,762047
12/24/1980,10.204329,10.402557,9.997526,10.330805,284986
12/25/1980,10.277839,10.959117,10.152721,10.76939,659969
12/26/1980,10.583439,10.756961,10.134715,10.305359,1013710
12/29/1980,10.272102,10.548178,9.596509,9.844345,301086
12/30/1980,9.764843,9.910839,9.57561,9.77768,433501
12/31/1980,9.699837,9.814005,8.848029,9.107448,256627
1/1/1981,9.191966,9.442144,8.892299,9.130712,598886
1/2/1981,9.288009,9.434175,9.182068,9.290691,811005
1/5/1981,9.312079,9.591981,8.919498,9.058727,833792
1/6/1981,9.260097,9.471357,8.88451,8.989923,489354
1/7/1981,8.898936,9.466471,8.65344,9.326466,609965
1/8/1981,9.362575,9.55362,8.944312,9.217389,1241476
1/9/1981,9.283547,9.543782,8.792937,9.029527,770708
1/12/1981,8.825202,9.21008,8.679594,9.047418,466223
1/13/1981,9.080067,9.220312,8.571077,8.786845,736485
1/14/1981,8.804538,9.531423,8.562951,9.426263,292644
1/15/1981,9.363174,9.599877,9.301967,9.386842,783296
1/16/1981,9.296149,9.354994,9.006436,9.126924,279315
1/19/1981,9.207768,9.426912,8.973273,9.141118,453218
1/20/1981,9.254322,9.469673,8.864096,9.05742,271277
1/21/1981,8.864104,9.063913,8.636544,8.941129,339797
1/22/1981,9.237285,9.378548,8.711111,8.831978,447391
1/23/1981,8.772366,8.959287,8.465786,8.709233,669942
1/26/1981,8.688649,8.98485,8.035625,8.304676,1009150
1/27/1981,8.554388,8.895338,8.354336,8.664738,1324186
1/28/1981,8.675217,9.06867,8.525629,8.887705,691069
1/29/1981,8.943743,9.277586,8.890296,9.03108,443216
1/30/1981,9.097246,9.196488,8.882793,9.042705,721153
2/2/1981,9.238046,9.457702,8.618805,8.806043,770025
2/3/1981,8.607504,8.852635,8.556726,8.629137,165991
2/4/1981,8.792219,8.971146,8.041133,8.252461,457972
2/5/1981,8.524395,8.582527,7.968715,8.108489,419512
2/6/1981,8.266657,8.384616,7.615492,7.734025,541255
2/9/1981,7.642456,8.391658,7.455735,8.190168,688657
2/10/1981,8.30451,8.679469,8.166039,8.50466,438558
2/11/1981,8.334713,8.52992,8.104882,8.47787,346731
2/12/1981,8.899463,9.079334,8.079038,8.169485,424876
2/13/1981,8.078633,8.275705,7.73828,7.908311,1144091
2/16/1981,8.208028,8.282392,7.627014,7.901209,1118619
2/17/1981,8.023263,8.468183,7.827138,8.229063,1117522
2/18/1981,8.166231,8.97788,7.94119,8.751888,443668
2/19/1981,8.850583,9.055457,8.087447,8.382317,556211
2/20/1981,8.369174,8.842208,8.160952,8.601208,1158658
2/23/1981,8.828895,8.995796,8.389003,8.456015,684815
2/24/1981,8.538751,8.6918,8.305053,8.359878,635383
2/25/1981,8.142611,8.500329,8.062217,8.424434,835071
2/26/1981,8.610104,8.86339,8.042954,8.125149,444264
2/27/1981,8.032653,8.214388,7.781753,8.003465,1447841
3/2/1981,7.985435,8.042416,7.38768,7.681196,1419424
3/3/1981,7.563369,7.757867,7.374752,7.558164,402522
3/4/1981,7.505266,7.865428,7.394256,7.734782,780671
3/5/1981,7.86947,8.137612,7.492519,7.714581,321572
3/6/1981,7.432923,8.092893,7.265732,7.989997,652999
3/9/1981,8.301365,8.487918,7.741403,7.84121,770157
3/10/1981,7.477388,8.275866,7.32074,8.06239,369286
3/11/1981,7.894421,8.100782,7.564239,7.624127,378494
3/12/1981,7.493758,7.857519,7.244135,7.588553,1299372
3/13/1981,7.395399,8.081626,7.231232,7.83013,451962
3/16/1981,7.657498,7.805796,7.209716,7.381674,651922
3/17/1981,7.354271,7.614994,6.995941,7.236124,1486003
3/18/1981,7.555248,7.694238,7.220903,7.300343,1145877
3/19/1981,7.241856,7.795757,7.056176,7.652231,403417
3/20/1981,7.788478,7.908948,7.154383,7.429163,395819
3/23/1981,7.289363,7.899883,7.004935,7.638105,715046
3/24/1981,7.619672,8.209788,7.332359,8.120575,253009
3/25/1981,8.126873,8.4895,7.870143,8.243697,554114
3/26/1981,8.404983,8.582491,7.931018,8.132783,955184
3/27/1981,8.359575,8.565561,8.096044,8.194127,1335938
3/30/1981,8.077524,8.192203,7.981872,8.062931,1580117
3/31/1981,8.135462,8.42177,7.892595,8.038908,474109
4/1/1981,8.069893,8.17342,7.870898,7.942205,621809
4/2/1981,8.083057,8.195572,7.936079,8.093486,777359
4/3/1981,8.143237,8.402992,7.851436,8.019923,1501209
4/6/1981,8.071426,8.240672,7.916753,8.088259,412251
4/7/1981,8.091531,8.214303,7.729975,8.011963,479153
4/8/1981,7.882481,8.598559,7.657144,8.323301,224522
4/9/1981,8.421188,8.493722,7.928967,8.175494,897914
4/10/1981,7.991114,8.157197,7.425306,7.614056,373001
4/13/1981,7.705923,7.788444,7.29269,7.36163,1011499
4/14/1981,7.42377,7.607349,7.333499,7.417156,1388640
4/15/1981,7.365018,7.956193,7.156645,7.870087,322384
4/16/1981,7.514822,8.202034,7.428072,8.068909,431287
4/17/1981,8.126444,8.353091,7.134681,7.355568,382428
4/20/1981,7.431985,7.513456,6.776732,6.961992,1375734
4/21/1981,6.79341,7.413259,6.503864,7.255118,377773
4/22/1981,7.239694,7.613896,7.155903,7.394953,430795
4/23/1981,7.374811,8.128391,7.301999,8.026161,206555
4/24/1981,7.86789,8.175612,7.789748,7.938353,1427760
4/27/1981,7.733502,7.926982,7.543712,7.633399,146238
4/28/1981,7.695478,7.794752,7.429662,7.604869,627936
4/29/1981,7.506856,7.576488,7.139168,7.411572,712687
4/30/1981,7.557893,7.916194,7.280988,7.772834,715780
5/1/1981,7.623993,7.699201,7.460137,7.569829,484234
5/4/1981,7.284246,7.612602,7.126947,7.438867,508172
5/5/1981,7.403951,7.645113,7.080803,7.195237,884720
5/6/1981,7.399177,7.515915,7.255562,7.372334,613975
5/7/1981,7.194251,7.333837,6.832324,7.045684,349876
5/8/1981,7.059743,7.473191,6.761631,7.219715,512976
5/11/1981,7.197127,7.885201,6.993536,7.832754,431494
5/12/1981,7.695303,7.835594,7.175964,7.349138,734436
5/13/1981,7.041164,7.956791,6.777724,7.747951,511118
5/14/1981,7.516822,8.073098,7.37541,7.881941,445255
5/15/1981,7.892427,8.07558,7.439141,7.494295,1476085
5/18/1981,7.510398,7.588742,7.179472,7.477113,221651
5/19/1981,7.666507,7.859731,7.374415,7.644843,1430062
5/20/1981,7.684995,7.832033,7.236157,7.357701,312052
5/21/1981,7.564241,7.706591,7.185684,7.449141,328258
5/22/1981,7.631032,7.945805,7.568594,7.877097,567860
5/25/1981,7.779562,7.991464,7.451641,7.673733,343431
5/26/1981,7.772587,7.967599,7.040936,7.326851,940385
5/27/1981,7.447964,7.640676,7.174231,7.239115,321975
5/28/1981,7.215277,7.489995,7.090778,7.205833,402839
5/29/1981,7.224071,7.707326,7.116916,7.58409,319758
6/1/1981,7.63658,7.852789,7.259004,7.486688,437244
6/2/1981,7.936498,8.165391,7.224071,7.408623,286810
6/3/1981,7.236594,7.311354,6.99108,7.154992,343961
6/4/1981,7.135953,7.314297,6.542259,6.608535,668984
6/5/1981,6.610411,6.793331,5.992772,6.171547,991439
6/8/1981,5.913212,5.981073,5.597067,5.833023,1339810
6/9/1981,6.083011,6.336736,5.754328,5.805146,919233
6/10/1981,5.614562,5.723216,5.218928,5.404203,2177597
6/11/1981,5.420374,5.51599,4.489754,4.545137,336231
6/12/1981,4.592726,4.722354,4.43306,4.578848,182055
6/15/1981,4.344241,5.425627,4.211946,5.183535,1263730
6/16/1981,4.953585,5.586358,4.734001,5.471505,281176
6/17/1981,5.52427,5.744264,5.300194,5.440838,350756
6/18/1981,5.491257,5.583503,4.998522,5.05888,314304
6/19/1981,4.994411,6.099405,4.907238,5.880888,978113
6/22/1981,5.877466,6.108701,5.736854,5.848654,310503
6/23/1981,5.972815,6.159597,5.738366,5.958079,630344
6/24/1981,6.013015,6.170222,5.703442,5.964771,661340
6/25/1981,6.205961,6.30546,5.750277,5.904945,310357
6/26/1981,5.715211,5.884191,5.463667,5.791918,484574
6/29/1981,5.616587,5.93668,5.476331,5.765424,908055
6/30/1981,5.752534,6.474408,5.504173,6.266622,524072
7/1/1981,6.35183,6.868634,6.230279,6.690448,580046
7/2/1981,6.852501,7.067284,5.85443,6.118431,326215
7/3/1981,6.22128,6.516354,5.457537,5.646177,273904
7/6/1981,5.845171,6.056026,5.304692,5.462832,686321
7/7/1981,5.571825,6.019218,5.398188,5.793536,326413
7/8/1981,5.533787,6.364882,5.411937,6.225002,277266
7/9/1981,6.133148,6.578363,5.878787,6.491504,640238
7/10/1981,6.28393,6.578543,6.039145,6.202789,653906
7/13/1981,6.299335,6.556176,5.920317,5.995432,280307
7/14/1981,6.127771,6.481462,5.852399,6.192245,432097
7/15/1981,6.062997,6.150721,5.988465,6.070147,1334894
7/16/1981,6.236925,6.452508,5.618535,5.907701,356605
7/17/1981,5.928377,6.226565,5.60256,5.749411,319438
7/20/1981,5.78149,6.41588,5.656404,6.14721,319346
7/21/1981,5.915209,6.446238,5.660518,6.37514,798880
7/22/1981,6.311404,6.469443,6.229065,6.332276,617296
7/23/1981,6.245381,6.595222,6.144281,6.480116,367006
7/24/1981,6.448661,6.713698,5.901549,6.054782,1103246
7/27/1981,6.242255,6.422427,5.770381,5.947965,1022836
7/28/1981,6.086815,6.445261,5.969386,6.312668,176503
7/29/1981,6.42178,6.573276,5.536496,5.795679,532672
7/30/1981,5.683424,6.173412,5.528168,6.027482,362623
7/31/1981,6.159361,6.433447,5.240249,5.452904,659941
8/3/1981,5.654049,6.20351,5.533385,5.91184,393698
8/4/1981,5.795144,5.89144,5.421161,5.698365,869146
8/5/1981,5.656193,5.996398,5.591387,5.868106,483288
8/6/1981,5.61306,6.0996,5.403124,5.952374,374475
8/7/1981,5.938541,6.113943,5.667616,6.047464,359955
8/10/1981,6.253041,6.331048,5.864166,6.089805,619935
8/11/1981,6.154505,6.270441,5.446405,5.626754,921719
8/12/1981,5.534717,5.743246,5.277143,5.628014,326549
8/13/1981,5.438726,5.799589,5.177898,5.622819,294771
8/14/1981,5.634628,5.825344,5.315094,5.510891,341145
8/17/1981,5.531743,5.8091,5.04977,5.2274,626978
8/18/1981,5.263284,5.554735,5.032933,5.336153,654355
8/19/1981,5.102348,5.226389,4.718349,4.992641,273800
8/20/1981,5.275733,5.501853,5.016224,5.351388,798139
8/21/1981,5.345205,5.75826,5.045769,5.543167,625802
8/24/1981,5.442761,5.829693,5.243648,5.569976,625552
8/25/1981,5.941236,6.023576,5.623786,5.814784,1077348
8/26/1981,5.90704,6.0945,5.013915,5.312521,265299
8/27/1981,5.119882,5.338466,4.766979,4.978648,481124
8/28/1981,4.837411,5.357325,4.61882,5.183946,662840
8/31/1981,5.327903,5.591301,4.641076,4.916223,280949
9/1/1981,4.857417,4.960855,4.50053,4.782767,1011461
9/2/1981,4.851377,5.149306,4.303881,4.410769,482963
9/3/1981,4.514951,4.736811,3.799382,4.068007,716288
9/4/1981,4.354779,4.671842,4.258297,4.4341,490766
9/7/1981,4.0819,4.821604,3.949203,4.532095,550229
9/8/1981,4.771012,4.974838,4.345752,4.637546,1163505
9/9/1981,4.477237,4.720005,4.216973,4.514855,435114
9/10/1981,4.773437,4.899116,4.262962,4.501458,802197
9/11/1981,4.492211,5.171607,4.388649,4.89624,910848
9/14/1981,5.023116,5.199116,4.682474,4.735287,325344
9/15/1981,4.56123,4.935012,4.48506,4.67479,250744
9/16/1981,4.612538,5.493381,4.474156,5.25603,307056
9/17/1981,5.340318,5.562633,5.230834,5.418356,600591
9/18/1981,5.534065,5.644595,5.145127,5.199616,602004
9/21/1981,4.880433,5.661273,4.727495,5.436159,613703
9/22/1981,5.410442,5.560006,4.869519,5.015091,341775
9/23/1981,4.910539,5.30882,4.668768,5.042761,397538
9/24/1981,5.333034,5.449819,5.210384,5.278963,837197
9/25/1981,4.966636,5.458779,4.824866,5.343022,314607
9/28/1981,5.304219,5.59161,5.23731,5.476198,385043
9/29/1981,5.444337,5.922887,5.312649,5.776375,424360
9/30/1981,5.709178,6.26043,5.450341,5.964129,506198
10/1/1981,5.948794,6.219108,5.722394,6.143014,460707
10/2/1981,5.982233,6.343944,5.687826,6.15532,698491
10/5/1981,6.259839,6.311938,5.547401,5.781004,325125
10/6/1981,5.701209,6.296195,5.566044,6.046949,525244
10/7/1981,6.180849,6.427608,5.909722,5.985083,346659
10/8/1981,6.102103,6.339396,5.826619,6.139533,1258794
